sensor_id,timestamp,location_lat,location_lon,vehicle_count,avg_speed,congestion_level,road_type
TRAFFIC_002,2025-09-01T21:17:37.561011,40.79863816387999,-73.95150786241678,21,44.714434027533,medium,arterial
TRAFFIC_003,2025-09-01T21:17:37.561011,40.70045009692473,-73.99474749597714,32,50.7790295166783,medium,highway
TRAFFIC_004,2025-09-01T21:17:37.561011,40.72111060203455,-73.96447328037725,13,40.452083018742904,medium,arterial
TRAFFIC_005,2025-09-01T21:17:37.561011,40.74853901861566,-73.94720603833687,16,29.496737554829636,medium,residential
TRAFFIC_006,2025-09-01T21:17:37.561011,40.737156711057935,-73.98817085547607,20,38.3268310063527,medium,residential
TRAFFIC_007,2025-09-01T21:17:37.561011,40.79708667618801,-73.99176921428644,32,25.842388487072096,medium,highway
TRAFFIC_008,2025-09-01T21:17:37.561011,40.7766194357059,-74.01107581729615,22,61.90779123455687,medium,residential
TRAFFIC_009,2025-09-01T21:17:37.561011,40.76440646044297,-73.9497343686973,15,54.26967532858628,medium,residential
TRAFFIC_010,2025-09-01T21:17:37.561011,40.793514852048894,-73.95611377300524,2,68.74766907379184,low,commercial
TRAFFIC_011,2025-09-01T21:17:37.561011,40.71942673904183,-73.91645688499163,17,53.39555350144788,medium,arterial
TRAFFIC_012,2025-09-01T21:17:37.561011,40.716264903161964,-73.94060574774443,18,26.916718325127107,medium,commercial
TRAFFIC_013,2025-09-01T21:17:37.561011,40.72948694624994,-74.015615508924,16,49.44905184052518,medium,arterial
TRAFFIC_014,2025-09-01T21:17:37.561011,40.74940268908412,-73.97178526709179,10,66.20462456145638,low,residential
TRAFFIC_015,2025-09-01T21:17:37.561011,40.79033048852068,-73.9811542065714,34,57.37033055993255,medium,highway
TRAFFIC_016,2025-09-01T21:17:37.561011,40.76472300159274,-73.9860680081166,25,35.66845755890678,medium,arterial
TRAFFIC_017,2025-09-01T21:17:37.561011,40.7817236601348,-73.95927240470752,20,52.2144433969453,medium,arterial
TRAFFIC_018,2025-09-01T21:17:37.561011,40.70981320629121,-74.01584814943776,15,22.847434821033957,medium,residential
TRAFFIC_019,2025-09-01T21:17:37.561011,40.791028228946296,-73.95932842881558,37,62.87242526384695,medium,highway
TRAFFIC_020,2025-09-01T21:17:37.561011,40.73608874135693,-73.95732451500044,2,73.28033068501878,low,commercial
TRAFFIC_021,2025-09-01T21:17:37.561011,40.70554144026505,-73.98361189005722,12,35.24237038239741,medium,residential
TRAFFIC_022,2025-09-01T21:17:37.561011,40.7791188087252,-74.0023073327999,11,59.949779198613776,medium,commercial
TRAFFIC_023,2025-09-01T21:17:37.561011,40.79509572436068,-73.95844512096141,17,73.83174348767623,medium,commercial
TRAFFIC_024,2025-09-01T21:17:37.561011,40.718873330635944,-73.93922054512282,9,35.91530718262245,low,commercial
TRAFFIC_025,2025-09-01T21:17:37.561011,40.71373360478185,-73.94856914521293,18,41.306248722392155,medium,residential
TRAFFIC_026,2025-09-01T21:17:37.561011,40.70905297304296,-73.99590278726936,21,35.03135938526562,medium,commercial
TRAFFIC_027,2025-09-01T21:17:37.561011,40.7183087775387,-74.00939104282672,4,30.645591239998232,low,commercial
TRAFFIC_028,2025-09-01T21:17:37.561011,40.772129804425546,-73.937465603983,17,46.983492680305254,medium,arterial
TRAFFIC_029,2025-09-01T21:17:37.561011,40.78942489059962,-73.909858763635,14,42.4900636462803,medium,arterial
TRAFFIC_030,2025-09-01T21:17:37.561011,40.7702203428987,-73.9144153869225,12,18.90518789182841,medium,commercial
TRAFFIC_031,2025-09-01T21:17:37.561011,40.70816731052474,-73.93132826624202,14,71.94386460002028,medium,arterial
TRAFFIC_032,2025-09-01T21:17:37.561011,40.70822596456251,-73.95271050584688,17,68.85172573872163,medium,arterial
TRAFFIC_033,2025-09-01T21:17:37.561011,40.74766121661965,-73.95160170837057,18,30.10585182988041,medium,residential
TRAFFIC_034,2025-09-01T21:17:37.561011,40.75451202636824,-73.99401109170098,11,56.238147903369175,medium,arterial
TRAFFIC_035,2025-09-01T21:17:37.561011,40.74970558731307,-74.00312492039701,14,59.892059655296954,medium,commercial
TRAFFIC_036,2025-09-01T21:17:37.561011,40.78105362217996,-73.90747962480326,15,63.824653182089136,medium,residential
TRAFFIC_037,2025-09-01T21:17:37.561011,40.71678061500955,-73.97524455466989,29,51.55636014309331,medium,highway
TRAFFIC_038,2025-09-01T21:17:37.561011,40.75313877951367,-73.95685959931774,17,59.43742524223701,medium,commercial
TRAFFIC_039,2025-09-01T21:17:37.561011,40.780101946307276,-74.0049768069472,47,50.25605049382906,medium,highway
TRAFFIC_040,2025-09-01T21:17:37.561011,40.76378041615543,-74.00811904631645,2,38.11001078221953,low,highway
TRAFFIC_041,2025-09-01T21:17:37.561011,40.77002489419884,-74.0125813410903,39,86.80075768502293,medium,highway
TRAFFIC_042,2025-09-01T21:17:37.561011,40.72518001172612,-74.01032161778382,25,51.16724135555606,medium,highway
TRAFFIC_043,2025-09-01T21:17:37.561011,40.72008187060203,-73.91937325043763,9,54.099883494397424,low,residential
TRAFFIC_044,2025-09-01T21:17:37.561011,40.76966838304581,-73.90371618258732,27,39.377613682086064,medium,highway
TRAFFIC_045,2025-09-01T21:17:37.561011,40.70748372243822,-73.99354264043112,22,58.53912430481142,medium,residential
TRAFFIC_046,2025-09-01T21:17:37.561011,40.71004821508714,-74.01216027510567,10,55.76116634237236,low,commercial
TRAFFIC_047,2025-09-01T21:17:37.561011,40.79094061253226,-73.9765558964857,11,54.202734600460566,medium,commercial
TRAFFIC_048,2025-09-01T21:17:37.561011,40.70217229337365,-73.90020616895528,14,52.15757752515179,medium,commercial
TRAFFIC_049,2025-09-01T21:17:37.561011,40.741679248691234,-74.00109917080921,14,29.773933270859803,low,highway
TRAFFIC_050,2025-09-01T21:17:37.561011,40.7991545872418,-73.96919304279633,20,59.99766864010584,medium,commercial
TRAFFIC_001,2025-09-01T21:22:37.561011,40.71653991369537,-73.93264374008494,6,40.036709296446546,low,commercial
TRAFFIC_002,2025-09-01T21:22:37.561011,40.79863816387999,-73.95150786241678,29,42.98241494768577,medium,arterial
TRAFFIC_003,2025-09-01T21:22:37.561011,40.70045009692473,-73.99474749597714,30,61.17022795474065,medium,highway
TRAFFIC_004,2025-09-01T21:22:37.561011,40.72111060203455,-73.96447328037725,1,54.38772604625881,low,arterial
TRAFFIC_005,2025-09-01T21:22:37.561011,40.74853901861566,-73.94720603833687,20,46.05150911114714,medium,residential
TRAFFIC_006,2025-09-01T21:22:37.561011,40.737156711057935,-73.98817085547607,15,67.90446081265097,medium,residential
TRAFFIC_007,2025-09-01T21:22:37.561011,40.79708667618801,-73.99176921428644,24,47.51659198595499,medium,highway
TRAFFIC_008,2025-09-01T21:22:37.561011,40.7766194357059,-74.01107581729615,19,64.38619259787465,medium,residential
TRAFFIC_009,2025-09-01T21:22:37.561011,40.76440646044297,-73.9497343686973,16,33.7597408735537,medium,residential
TRAFFIC_010,2025-09-01T21:22:37.561011,40.793514852048894,-73.95611377300524,6,60.92276781665618,low,commercial
TRAFFIC_011,2025-09-01T21:22:37.561011,40.71942673904183,-73.91645688499163,5,41.21421068442736,low,arterial
TRAFFIC_012,2025-09-01T21:22:37.561011,40.716264903161964,-73.94060574774443,14,84.68377924268098,medium,commercial
TRAFFIC_013,2025-09-01T21:22:37.561011,40.72948694624994,-74.015615508924,13,63.256394689311776,medium,arterial
TRAFFIC_014,2025-09-01T21:22:37.561011,40.74940268908412,-73.97178526709179,18,57.63475456648576,medium,residential
TRAFFIC_015,2025-09-01T21:22:37.561011,40.79033048852068,-73.9811542065714,26,39.50908153927158,medium,highway
TRAFFIC_016,2025-09-01T21:22:37.561011,40.76472300159274,-73.9860680081166,19,31.5865462018268,medium,arterial
TRAFFIC_017,2025-09-01T21:22:37.561011,40.7817236601348,-73.95927240470752,14,52.88534752469091,medium,arterial
TRAFFIC_018,2025-09-01T21:22:37.561011,40.70981320629121,-74.01584814943776,14,49.262132144671284,medium,residential
TRAFFIC_019,2025-09-01T21:22:37.561011,40.791028228946296,-73.95932842881558,24,47.050257460071926,medium,highway
TRAFFIC_020,2025-09-01T21:22:37.561011,40.73608874135693,-73.95732451500044,7,42.084191631944236,low,commercial
TRAFFIC_021,2025-09-01T21:22:37.561011,40.70554144026505,-73.98361189005722,23,42.18214113317728,medium,residential
TRAFFIC_022,2025-09-01T21:22:37.561011,40.7791188087252,-74.0023073327999,7,51.10299769130238,low,commercial
TRAFFIC_023,2025-09-01T21:22:37.561011,40.79509572436068,-73.95844512096141,12,30.187606940848696,medium,commercial
TRAFFIC_024,2025-09-01T21:22:37.561011,40.718873330635944,-73.93922054512282,14,74.68467015183967,medium,commercial
TRAFFIC_025,2025-09-01T21:22:37.561011,40.71373360478185,-73.94856914521293,18,17.09705877478696,medium,residential
TRAFFIC_026,2025-09-01T21:22:37.561011,40.70905297304296,-73.99590278726936,20,56.352083483463495,medium,commercial
TRAFFIC_027,2025-09-01T21:22:37.561011,40.7183087775387,-74.00939104282672,20,77.69006891026271,medium,commercial
TRAFFIC_028,2025-09-01T21:22:37.561011,40.772129804425546,-73.937465603983,19,64.63932723184222,medium,arterial
TRAFFIC_029,2025-09-01T21:22:37.561011,40.78942489059962,-73.909858763635,13,19.66270519400792,medium,arterial
TRAFFIC_030,2025-09-01T21:22:37.561011,40.7702203428987,-73.9144153869225,5,52.70293677033705,low,commercial
TRAFFIC_031,2025-09-01T21:22:37.561011,40.70816731052474,-73.93132826624202,7,52.979262477878024,low,arterial
TRAFFIC_032,2025-09-01T21:22:37.561011,40.70822596456251,-73.95271050584688,12,48.83324920639812,medium,arterial
TRAFFIC_033,2025-09-01T21:22:37.561011,40.74766121661965,-73.95160170837057,15,59.73182594487621,medium,residential
TRAFFIC_034,2025-09-01T21:22:37.561011,40.75451202636824,-73.99401109170098,20,66.91963258312781,medium,arterial
TRAFFIC_035,2025-09-01T21:22:37.561011,40.74970558731307,-74.00312492039701,24,38.48955930998565,medium,commercial
TRAFFIC_036,2025-09-01T21:22:37.561011,40.78105362217996,-73.90747962480326,20,50.74194841145633,medium,residential
TRAFFIC_037,2025-09-01T21:22:37.561011,40.71678061500955,-73.97524455466989,25,43.586316665135485,medium,highway
TRAFFIC_038,2025-09-01T21:22:37.561011,40.75313877951367,-73.95685959931774,10,61.193006535471824,low,commercial
TRAFFIC_039,2025-09-01T21:22:37.561011,40.780101946307276,-74.0049768069472,42,48.38978272414179,medium,highway
TRAFFIC_040,2025-09-01T21:22:37.561011,40.76378041615543,-74.00811904631645,35,56.61483014363589,medium,highway
TRAFFIC_041,2025-09-01T21:22:37.561011,40.77002489419884,-74.0125813410903,11,57.95790081353716,low,highway
TRAFFIC_042,2025-09-01T21:22:37.561011,40.72518001172612,-74.01032161778382,27,34.194582666741496,medium,highway
TRAFFIC_043,2025-09-01T21:22:37.561011,40.72008187060203,-73.91937325043763,18,55.06346103358752,medium,residential
TRAFFIC_044,2025-09-01T21:22:37.561011,40.76966838304581,-73.90371618258732,26,46.010687136561685,medium,highway
TRAFFIC_045,2025-09-01T21:22:37.561011,40.70748372243822,-73.99354264043112,15,63.723091941999684,medium,residential
TRAFFIC_046,2025-09-01T21:22:37.561011,40.71004821508714,-74.01216027510567,7,79.02516740111592,low,commercial
TRAFFIC_047,2025-09-01T21:22:37.561011,40.79094061253226,-73.9765558964857,20,58.008140840261284,medium,commercial
TRAFFIC_048,2025-09-01T21:22:37.561011,40.70217229337365,-73.90020616895528,25,42.258238316500545,medium,commercial
TRAFFIC_049,2025-09-01T21:22:37.561011,40.741679248691234,-74.00109917080921,13,78.43997413735366,low,highway
TRAFFIC_050,2025-09-01T21:22:37.561011,40.7991545872418,-73.96919304279633,18,46.885622036745616,medium,commercial
TRAFFIC_001,2025-09-01T21:27:37.561011,40.71653991369537,-73.93264374008494,14,78.07573969434567,medium,commercial
TRAFFIC_002,2025-09-01T21:27:37.561011,40.79863816387999,-73.95150786241678,13,44.11437845221316,medium,arterial
TRAFFIC_003,2025-09-01T21:27:37.561011,40.70045009692473,-73.99474749597714,24,14.03508662010915,medium,highway
TRAFFIC_004,2025-09-01T21:27:37.561011,40.72111060203455,-73.96447328037725,10,39.52289957130192,low,arterial
TRAFFIC_005,2025-09-01T21:27:37.561011,40.74853901861566,-73.94720603833687,14,49.811676693782935,medium,residential
TRAFFIC_006,2025-09-01T21:27:37.561011,40.737156711057935,-73.98817085547607,11,76.22254542831013,medium,residential
TRAFFIC_007,2025-09-01T21:27:37.561011,40.79708667618801,-73.99176921428644,25,52.679270788237886,medium,highway
TRAFFIC_008,2025-09-01T21:27:37.561011,40.7766194357059,-74.01107581729615,20,25.47746196944823,medium,residential
TRAFFIC_009,2025-09-01T21:27:37.561011,40.76440646044297,-73.9497343686973,29,41.752292694575765,medium,residential
TRAFFIC_010,2025-09-01T21:27:37.561011,40.793514852048894,-73.95611377300524,15,59.25198776051658,medium,commercial
TRAFFIC_011,2025-09-01T21:27:37.561011,40.71942673904183,-73.91645688499163,18,41.56837244305056,medium,arterial
TRAFFIC_012,2025-09-01T21:27:37.561011,40.716264903161964,-73.94060574774443,21,58.05461620255203,medium,commercial
TRAFFIC_013,2025-09-01T21:27:37.561011,40.72948694624994,-74.015615508924,13,38.58158323254487,medium,arterial
TRAFFIC_014,2025-09-01T21:27:37.561011,40.74940268908412,-73.97178526709179,3,62.29161685036906,low,residential
TRAFFIC_015,2025-09-01T21:27:37.561011,40.79033048852068,-73.9811542065714,29,63.50112323727862,medium,highway
TRAFFIC_016,2025-09-01T21:27:37.561011,40.76472300159274,-73.9860680081166,18,36.6312809475005,medium,arterial
TRAFFIC_017,2025-09-01T21:27:37.561011,40.7817236601348,-73.95927240470752,13,57.86092042337039,medium,arterial
TRAFFIC_018,2025-09-01T21:27:37.561011,40.70981320629121,-74.01584814943776,20,69.02529879728012,medium,residential
TRAFFIC_019,2025-09-01T21:27:37.561011,40.791028228946296,-73.95932842881558,14,12.816757429658319,low,highway
TRAFFIC_020,2025-09-01T21:27:37.561011,40.73608874135693,-73.95732451500044,29,43.96951230301083,medium,commercial
TRAFFIC_021,2025-09-01T21:27:37.561011,40.70554144026505,-73.98361189005722,10,43.782532751414315,low,residential
TRAFFIC_022,2025-09-01T21:27:37.561011,40.7791188087252,-74.0023073327999,21,68.3861186807686,medium,commercial
TRAFFIC_023,2025-09-01T21:27:37.561011,40.79509572436068,-73.95844512096141,18,57.3541331987684,medium,commercial
TRAFFIC_024,2025-09-01T21:27:37.561011,40.718873330635944,-73.93922054512282,0,55.866337288982145,low,commercial
TRAFFIC_025,2025-09-01T21:27:37.561011,40.71373360478185,-73.94856914521293,22,49.80742217469707,medium,residential
TRAFFIC_026,2025-09-01T21:27:37.561011,40.70905297304296,-73.99590278726936,14,75.72568397934904,medium,commercial
TRAFFIC_027,2025-09-01T21:27:37.561011,40.7183087775387,-74.00939104282672,18,60.85122285854776,medium,commercial
TRAFFIC_028,2025-09-01T21:27:37.561011,40.772129804425546,-73.937465603983,21,60.46278847630537,medium,arterial
TRAFFIC_029,2025-09-01T21:27:37.561011,40.78942489059962,-73.909858763635,22,42.74707152515612,medium,arterial
TRAFFIC_030,2025-09-01T21:27:37.561011,40.7702203428987,-73.9144153869225,11,60.13913838181116,medium,commercial
TRAFFIC_031,2025-09-01T21:27:37.561011,40.70816731052474,-73.93132826624202,13,53.581084998858906,medium,arterial
TRAFFIC_032,2025-09-01T21:27:37.561011,40.70822596456251,-73.95271050584688,18,61.64634774878613,medium,arterial
TRAFFIC_033,2025-09-01T21:27:37.561011,40.74766121661965,-73.95160170837057,24,68.22228140456927,medium,residential
TRAFFIC_034,2025-09-01T21:27:37.561011,40.75451202636824,-73.99401109170098,19,49.321713739311946,medium,arterial
TRAFFIC_035,2025-09-01T21:27:37.561011,40.74970558731307,-74.00312492039701,18,53.537483352049456,medium,commercial
TRAFFIC_036,2025-09-01T21:27:37.561011,40.78105362217996,-73.90747962480326,18,50.5559422708714,medium,residential
TRAFFIC_037,2025-09-01T21:27:37.561011,40.71678061500955,-73.97524455466989,33,47.67406544469902,medium,highway
TRAFFIC_038,2025-09-01T21:27:37.561011,40.75313877951367,-73.95685959931774,15,36.13703367055042,medium,commercial
TRAFFIC_039,2025-09-01T21:27:37.561011,40.780101946307276,-74.0049768069472,34,68.252717430754,medium,highway
TRAFFIC_040,2025-09-01T21:27:37.561011,40.76378041615543,-74.00811904631645,19,53.63419591093824,low,highway
TRAFFIC_041,2025-09-01T21:27:37.561011,40.77002489419884,-74.0125813410903,15,33.324506562534,low,highway
TRAFFIC_042,2025-09-01T21:27:37.561011,40.72518001172612,-74.01032161778382,53,66.36572997370584,medium,highway
TRAFFIC_043,2025-09-01T21:27:37.561011,40.72008187060203,-73.91937325043763,9,31.035011334898826,low,residential
TRAFFIC_044,2025-09-01T21:27:37.561011,40.76966838304581,-73.90371618258732,47,61.76591669432729,medium,highway
TRAFFIC_045,2025-09-01T21:27:37.561011,40.70748372243822,-73.99354264043112,13,49.149620776373276,medium,residential
TRAFFIC_046,2025-09-01T21:27:37.561011,40.71004821508714,-74.01216027510567,18,68.21229867286776,medium,commercial
TRAFFIC_047,2025-09-01T21:27:37.561011,40.79094061253226,-73.9765558964857,20,57.12174101867338,medium,commercial
TRAFFIC_048,2025-09-01T21:27:37.561011,40.70217229337365,-73.90020616895528,14,55.12985986679607,medium,commercial
TRAFFIC_049,2025-09-01T21:27:37.561011,40.741679248691234,-74.00109917080921,41,80.53289853875401,medium,highway
TRAFFIC_050,2025-09-01T21:27:37.561011,40.7991545872418,-73.96919304279633,17,57.90932300645549,medium,commercial
TRAFFIC_001,2025-09-01T21:32:37.561011,40.71653991369537,-73.93264374008494,18,48.75842863154468,medium,commercial
TRAFFIC_002,2025-09-01T21:32:37.561011,40.79863816387999,-73.95150786241678,14,60.18772647400041,medium,arterial
TRAFFIC_003,2025-09-01T21:32:37.561011,40.70045009692473,-73.99474749597714,30,61.39261782145049,medium,highway
TRAFFIC_004,2025-09-01T21:32:37.561011,40.72111060203455,-73.96447328037725,25,58.259934315903486,medium,arterial
TRAFFIC_005,2025-09-01T21:32:37.561011,40.74853901861566,-73.94720603833687,10,43.96847673852439,low,residential
TRAFFIC_006,2025-09-01T21:32:37.561011,40.737156711057935,-73.98817085547607,25,76.98885571865765,medium,residential
TRAFFIC_007,2025-09-01T21:32:37.561011,40.79708667618801,-73.99176921428644,22,61.84441980629016,medium,highway
TRAFFIC_008,2025-09-01T21:32:37.561011,40.7766194357059,-74.01107581729615,18,28.564439747642194,medium,residential
TRAFFIC_009,2025-09-01T21:32:37.561011,40.76440646044297,-73.9497343686973,17,24.206147649981105,medium,residential
TRAFFIC_010,2025-09-01T21:32:37.561011,40.793514852048894,-73.95611377300524,17,41.5981704859873,medium,commercial
TRAFFIC_011,2025-09-01T21:32:37.561011,40.71942673904183,-73.91645688499163,14,42.74957538024382,medium,arterial
TRAFFIC_012,2025-09-01T21:32:37.561011,40.716264903161964,-73.94060574774443,21,50.56411180434346,medium,commercial
TRAFFIC_013,2025-09-01T21:32:37.561011,40.72948694624994,-74.015615508924,21,60.536012323232825,medium,arterial
TRAFFIC_014,2025-09-01T21:32:37.561011,40.74940268908412,-73.97178526709179,26,49.09112190349439,medium,residential
TRAFFIC_015,2025-09-01T21:32:37.561011,40.79033048852068,-73.9811542065714,19,43.43657134257797,low,highway
TRAFFIC_016,2025-09-01T21:32:37.561011,40.76472300159274,-73.9860680081166,19,62.426951680647264,medium,arterial
TRAFFIC_017,2025-09-01T21:32:37.561011,40.7817236601348,-73.95927240470752,12,39.91140143185128,medium,arterial
TRAFFIC_018,2025-09-01T21:32:37.561011,40.70981320629121,-74.01584814943776,15,62.89307344205077,medium,residential
TRAFFIC_019,2025-09-01T21:32:37.561011,40.791028228946296,-73.95932842881558,63,81.00433815734634,medium,highway
TRAFFIC_020,2025-09-01T21:32:37.561011,40.73608874135693,-73.95732451500044,18,29.251551520726093,medium,commercial
TRAFFIC_021,2025-09-01T21:32:37.561011,40.70554144026505,-73.98361189005722,6,54.03012490016714,low,residential
TRAFFIC_022,2025-09-01T21:32:37.561011,40.7791188087252,-74.0023073327999,22,59.92341186910986,medium,commercial
TRAFFIC_023,2025-09-01T21:32:37.561011,40.79509572436068,-73.95844512096141,17,26.542849193580043,medium,commercial
TRAFFIC_024,2025-09-01T21:32:37.561011,40.718873330635944,-73.93922054512282,11,21.506168791780684,medium,commercial
TRAFFIC_025,2025-09-01T21:32:37.561011,40.71373360478185,-73.94856914521293,18,20.539375296577447,medium,residential
TRAFFIC_026,2025-09-01T21:32:37.561011,40.70905297304296,-73.99590278726936,4,30.918992262720035,low,commercial
TRAFFIC_027,2025-09-01T21:32:37.561011,40.7183087775387,-74.00939104282672,16,66.24410304459559,medium,commercial
TRAFFIC_028,2025-09-01T21:32:37.561011,40.772129804425546,-73.937465603983,13,64.28738470188846,medium,arterial
TRAFFIC_029,2025-09-01T21:32:37.561011,40.78942489059962,-73.909858763635,10,60.037452824341656,low,arterial
TRAFFIC_030,2025-09-01T21:32:37.561011,40.7702203428987,-73.9144153869225,18,73.21829475821015,medium,commercial
TRAFFIC_031,2025-09-01T21:32:37.561011,40.70816731052474,-73.93132826624202,15,15.53958497345654,medium,arterial
TRAFFIC_032,2025-09-01T21:32:37.561011,40.70822596456251,-73.95271050584688,12,42.77949982631396,medium,arterial
TRAFFIC_033,2025-09-01T21:32:37.561011,40.74766121661965,-73.95160170837057,21,39.21433685654719,medium,residential
TRAFFIC_034,2025-09-01T21:32:37.561011,40.75451202636824,-73.99401109170098,21,52.82676569171164,medium,arterial
TRAFFIC_035,2025-09-01T21:32:37.561011,40.74970558731307,-74.00312492039701,7,61.16272490939648,low,commercial
TRAFFIC_036,2025-09-01T21:32:37.561011,40.78105362217996,-73.90747962480326,23,27.541665268496832,medium,residential
TRAFFIC_037,2025-09-01T21:32:37.561011,40.71678061500955,-73.97524455466989,21,16.948432344527234,medium,highway
TRAFFIC_038,2025-09-01T21:32:37.561011,40.75313877951367,-73.95685959931774,22,47.13154353664531,medium,commercial
TRAFFIC_039,2025-09-01T21:32:37.561011,40.780101946307276,-74.0049768069472,34,47.760240462419596,medium,highway
TRAFFIC_040,2025-09-01T21:32:37.561011,40.76378041615543,-74.00811904631645,20,33.9106177033286,low,highway
TRAFFIC_041,2025-09-01T21:32:37.561011,40.77002489419884,-74.0125813410903,30,22.489274904194232,medium,highway
TRAFFIC_042,2025-09-01T21:32:37.561011,40.72518001172612,-74.01032161778382,40,74.60933173916881,medium,highway
TRAFFIC_043,2025-09-01T21:32:37.561011,40.72008187060203,-73.91937325043763,16,46.92608162256086,medium,residential
TRAFFIC_044,2025-09-01T21:32:37.561011,40.76966838304581,-73.90371618258732,45,57.31130884237676,medium,highway
TRAFFIC_045,2025-09-01T21:32:37.561011,40.70748372243822,-73.99354264043112,12,59.676893576516186,medium,residential
TRAFFIC_046,2025-09-01T21:32:37.561011,40.71004821508714,-74.01216027510567,14,26.28957682866868,medium,commercial
TRAFFIC_047,2025-09-01T21:32:37.561011,40.79094061253226,-73.9765558964857,11,52.40373839115795,medium,commercial
TRAFFIC_048,2025-09-01T21:32:37.561011,40.70217229337365,-73.90020616895528,13,60.099602465774,medium,commercial
TRAFFIC_049,2025-09-01T21:32:37.561011,40.741679248691234,-74.00109917080921,24,40.06393467040108,medium,highway
TRAFFIC_050,2025-09-01T21:32:37.561011,40.7991545872418,-73.96919304279633,23,54.518690647556255,medium,commercial
TRAFFIC_001,2025-09-01T21:37:37.561011,40.71653991369537,-73.93264374008494,17,21.64081636345666,medium,commercial
TRAFFIC_002,2025-09-01T21:37:37.561011,40.79863816387999,-73.95150786241678,15,43.98945723371874,medium,arterial
TRAFFIC_003,2025-09-01T21:37:37.561011,40.70045009692473,-73.99474749597714,43,47.780397470303335,medium,highway
TRAFFIC_004,2025-09-01T21:37:37.561011,40.72111060203455,-73.96447328037725,22,57.57674278668892,medium,arterial
TRAFFIC_005,2025-09-01T21:37:37.561011,40.74853901861566,-73.94720603833687,9,70.43424678993453,low,residential
TRAFFIC_006,2025-09-01T21:37:37.561011,40.737156711057935,-73.98817085547607,13,73.34003487227778,medium,residential
TRAFFIC_007,2025-09-01T21:37:37.561011,40.79708667618801,-73.99176921428644,26,31.536682331531516,medium,highway
TRAFFIC_008,2025-09-01T21:37:37.561011,40.7766194357059,-74.01107581729615,10,50.34499363327656,low,residential
TRAFFIC_009,2025-09-01T21:37:37.561011,40.76440646044297,-73.9497343686973,15,31.299992293469007,medium,residential
TRAFFIC_010,2025-09-01T21:37:37.561011,40.793514852048894,-73.95611377300524,9,20.07149903966988,low,commercial
TRAFFIC_011,2025-09-01T21:37:37.561011,40.71942673904183,-73.91645688499163,0,66.54296835458315,low,arterial
TRAFFIC_012,2025-09-01T21:37:37.561011,40.716264903161964,-73.94060574774443,6,57.12576230671673,low,commercial
TRAFFIC_013,2025-09-01T21:37:37.561011,40.72948694624994,-74.015615508924,13,37.9474973549196,medium,arterial
TRAFFIC_014,2025-09-01T21:37:37.561011,40.74940268908412,-73.97178526709179,8,39.59126466005567,low,residential
TRAFFIC_015,2025-09-01T21:37:37.561011,40.79033048852068,-73.9811542065714,33,70.10755502607117,medium,highway
TRAFFIC_016,2025-09-01T21:37:37.561011,40.76472300159274,-73.9860680081166,16,43.39153110896848,medium,arterial
TRAFFIC_017,2025-09-01T21:37:37.561011,40.7817236601348,-73.95927240470752,11,63.494051350890075,medium,arterial
TRAFFIC_018,2025-09-01T21:37:37.561011,40.70981320629121,-74.01584814943776,13,70.91825464027201,medium,residential
TRAFFIC_019,2025-09-01T21:37:37.561011,40.791028228946296,-73.95932842881558,38,34.88231906841853,medium,highway
TRAFFIC_020,2025-09-01T21:37:37.561011,40.73608874135693,-73.95732451500044,10,46.1397988953263,low,commercial
TRAFFIC_021,2025-09-01T21:37:37.561011,40.70554144026505,-73.98361189005722,7,65.23000269716248,low,residential
TRAFFIC_022,2025-09-01T21:37:37.561011,40.7791188087252,-74.0023073327999,10,54.627405411765906,low,commercial
TRAFFIC_023,2025-09-01T21:37:37.561011,40.79509572436068,-73.95844512096141,17,57.803140491224376,medium,commercial
TRAFFIC_024,2025-09-01T21:37:37.561011,40.718873330635944,-73.93922054512282,17,48.87791508440083,medium,commercial
TRAFFIC_025,2025-09-01T21:37:37.561011,40.71373360478185,-73.94856914521293,12,67.50018240732365,medium,residential
TRAFFIC_026,2025-09-01T21:37:37.561011,40.70905297304296,-73.99590278726936,14,33.49265433066491,medium,commercial
TRAFFIC_027,2025-09-01T21:37:37.561011,40.7183087775387,-74.00939104282672,25,56.5089224021024,medium,commercial
TRAFFIC_028,2025-09-01T21:37:37.561011,40.772129804425546,-73.937465603983,10,52.43894437755032,low,arterial
TRAFFIC_029,2025-09-01T21:37:37.561011,40.78942489059962,-73.909858763635,11,31.55993153187006,medium,arterial
TRAFFIC_030,2025-09-01T21:37:37.561011,40.7702203428987,-73.9144153869225,21,28.061866448995215,medium,commercial
TRAFFIC_031,2025-09-01T21:37:37.561011,40.70816731052474,-73.93132826624202,14,57.597064261396646,medium,arterial
TRAFFIC_032,2025-09-01T21:37:37.561011,40.70822596456251,-73.95271050584688,18,85.91193600609675,medium,arterial
TRAFFIC_033,2025-09-01T21:37:37.561011,40.74766121661965,-73.95160170837057,16,59.05953614323211,medium,residential
TRAFFIC_034,2025-09-01T21:37:37.561011,40.75451202636824,-73.99401109170098,12,34.02118394432657,medium,arterial
TRAFFIC_035,2025-09-01T21:37:37.561011,40.74970558731307,-74.00312492039701,14,47.58404521092218,medium,commercial
TRAFFIC_036,2025-09-01T21:37:37.561011,40.78105362217996,-73.90747962480326,22,44.89240259852286,medium,residential
